"","Q5","Q6","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_7","Q8_8","Q8_9","Q8_10","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_11","Q10_12","Q10_13","Q10_14","Q10_15","Q11_1","Q11_2","Q11_3","Q11_4","Q11_5","Q11_6","Q11_11","Q11_12","Q11_7","Q11_8","Q11_9","Q11_10","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q15_11","Q15_12","Q15_13","Q15_14","Q15_15","Q15_16","Q15_17","Q15_18","Q15_19","Q15_20","Q15_21","Q15_22","Q15_23","Q16","Q17","Q18","Q19","Q20","Q22","Q23","Q26","Q28","currency","tot_spent_usd","spent_mon","spent_ord"
"993","7","6","1","1","0","0","1","0","1","0","0","0","0","1","1","1","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","1","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1",37,"3","9","7","1","6","1","7","USD",150,1,"5+"
"994","3","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","1","0","1",21,"3","12","10","4","2","2","9","MXN",3.675,1,"5+"
"995","6","3","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1",43,"6","3","2","4","2","1","2","BRL",0.36,1,"5+"
"996","6","4","1","0","1","1","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2",17,"2","14","11","1","2","4","11","KRW",0,0,"<5"
"997","3","2","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1",64,"3","7","5","4","5","8","6","EUR",0,0,"5+"
"998","5","1","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","1",67,"3","12","10","3","7","3","9","MXN",29.4,1,"5+"
"999","2","2","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","1",24,"1","6","4","1","2","1","5","RMB",3,1,"5+"
"1000","6","4","0","1","1","0","1","0","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","2",29,"3","9","7","1","5","5","7","INR",195,1,"<1"
"1001","8","3","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","2",43,"1","10","8","4","7","1","6","EUR",8.19,1,"<5"
"1002","6","2","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","1","1","0","1","0","1","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","1","0","2",31,"3","6","4","1","5","1","5","RMB",1.2,1,"5+"
"1003","7","2","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","1","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","2",36,"3","12","10","3","5","3","9","MXN",1.47,1,"<5"
"1004","8","2","0","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","2",31,"4","1","15","4","5","1","12","USD",0.99,1,"5+"
"1005","6","2","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","2",45,"3","6","3","1","5","1","4","CAD",7.9,1,"<5"
"1006","4","2","0","1","1","1","1","0","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","1","0","1",31,"2","9","7","1","6","1","7","INR",1.3,1,"<5"
"1007","8","3","0","0","1","1","1","0","1","0","0","1","1","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2",18,"2","14","11","1","2","4","11","KRW",4.2,1,"<5"
"1008","8","5","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","1","0","1","0","1",27,"3","6","4","1","5","1","5","RMB",12,1,"5+"
"1009","5","2","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1",26,"2","16","16","7","6","1","13","USD",10,1,"<5"
"1010","6","3","0","1","0","1","1","0","1","0","0","0","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","0","1",54,"2","10","15","7","7","1","12","EUR",5.85,1,"<5"
"1011","6","2","0","1","1","1","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1",39,"3","6","4","1","5","1","5","CNY",4.5,1,"<5"
"1012","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","2",56,"3","7","5","6","5","7","6","EUR",1.17,1,"0"
"1013","4","2","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",42,"3","10","8","4","6","1","6","EUR",2.34,1,"<5"
"1014","7","4","0","1","0","1","1","0","1","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","1","0","1",28,"3","6","4","1","5","1","5","CNY",0.75,1,"<1"
"1015","6","3","0","0","1","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","2",47,"3","6","4","1","6","1","5","CNY",1.2,1,"<5"
"1016","7","4","0","1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1",18,"2","13","12","1","2","2","10","RUB",7,1,"5+"
"1017","6","3","0","1","1","1","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1",29,"1","6","4","1","5","1","5","CNY",4.5,1,"5+"
"1018","6","2","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1",31,"3","3","2","3","6","3","2","BRL",3.24,1,"5+"
"1019","6","3","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","1","1","1","0","0","1","1","1","0","0","0","1","0","1","1","1","1","0","0","1",25,"2","16","14","4","6","4","6","USD",9,1,"<5"
"1020","5","2","0","1","1","1","1","0","1","0","0","0","0","1","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","2",28,"3","6","4","1","5","1","5","RMB",0.75,1,"5+"
"1021","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",23,"2","2","1","4","2","6","1","AUD",7.1928,1,"5+"
"1022","2","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2",45,"2","8","6","4","5","1","6","EUR",1.17,1,"5+"
"1023","5","2","1","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","1","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1",16,"1","3","2","5","5","4","2","BRL",9,1,"5+"
"1024","6","2","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","2",15,"2","4","14","4","1","4","3","GBP",3.3615,1,"5+"
"1025","5","2","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","2",37,"3","5","3","4","2","7","4","CAD",2.3621,1,"5+"
"1026","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",20,"2","6","4","1","5","4","5","CNY",0,0,"<5"
"1027","3","3","0","1","1","1","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","2",34,"3","13","12","4","3","1","10","RUB",7,1,"0"
"1028","2","1","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1",38,"3","13","12","4","4","1","10","RUB",2.086,1,"5+"
"1029","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1",68,"3","2","1","4","5","1","1","AUD",0,0,"5+"
"1030","2","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1",37,"2","4","14","7","7","1","3","GBP",13.5,1,"5+"
"1031","6","2","1","1","1","1","1","0","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","1",37,"3","6","4","1","5","1","5","RMB",0.3,1,"<5"
"1032","8","6","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","1","0","1","0","1","0","0","0","2",28,"1","1","15","6","1","1","12","USD",3,1,"5+"
"1033","1","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1",38,"3","6","4","1","3","1","5","RMB",1.5,1,"<1"
"1034","4","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",47,"3","10","8","3","3","3","6","EUR",11.7,1,"<1"
"1035","7","5","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",56,"3","8","6","5","2","2","6","EUR",17.55,1,"<1"
"1036","5","2","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","1",55,"3","5","3","4","5","1","4","CAD",11.8421,1,"5+"
"1037","6","2","0","1","0","0","1","0","1","0","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1",35,"3","6","4","1","5","1","5","CNY",1.8,1,"5+"
"1038","4","2","0","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","1","0","0","1","1","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","0","0","1",29,"3","15","13","3","2","6","6","EUR",2.34,1,"5+"
"1039","6","2","0","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","0","1","1","0","1","1","0","0","2",35,"3","5","3","4","3","2","4","CAD",7.9,1,"5+"
"1040","5","2","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1",25,"2","9","7","1","3","1","7","INR",6.5,1,"<5"
"1041","8","6","1","1","0","1","1","0","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","0","0","1","1","1","0","0","0","1","1","0","1","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2",28,"3","6","4","1","6","1","5","CNY",1.5,1,"<5"
"1042","4","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","2",18,"2","2","1","7","2","2","1","USD",5,1,"0"
"1043","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1",23,"2","9","7","1","6","1","7","USD",10,1,"5+"
"1044","6","3","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","0","1",34,"3","6","4","1","5","1","5","CNY",3,1,"5+"
"1045","8","3","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","2",18,"1","12","10","3","4","4","9","MXN",1.96,1,"<5"
"1046","7","2","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",21,"2","3","2","5","2","1","2","BRL",0.72,1,"<5"
"1047","4","2","0","0","0","1","1","0","0","0","0","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1",50,"3","12","10","3","4","2","9","USD",60,1,"5+"
"1048","7","3","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1",20,"2","6","4","1","5","1","5","CNY",7.5,1,"5+"
"1049","8","6","0","1","1","1","0","0","1","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","1",19,"2","16","16","7","2","4","13","USD",1,1,"<5"
"1050","6","2","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0","1","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1",47,"3","8","6","7","6","1","6","EUR",3.51,1,"5+"
"1051","6","3","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1",31,"3","6","4","1","5","1","5","RMB",3,1,"<5"
"1052","5","2","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",57,"3","2","1","4","2","2","1","AUD",0,0,"<5"
"1053","6","4","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1",21,"2","9","7","7","6","1","7","USD",25,1,"5+"
"1054","6","2","0","0","1","1","1","0","0","0","0","1","1","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","1",27,"1","8","6","4","2","1","6","EUR",3.51,1,"5+"
"1055","3","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",55,"1","7","5","7","5","6","6","EUR",140.4,1,"5+"
"1056","4","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1",42,"3","4","14","1","7","4","3","GBP",4.05,1,"<5"
"1057","5","2","0","0","0","1","1","0","1","0","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","2",36,"3","6","4","1","5","1","5","CNY",2.25,1,"<5"
"1058","4","2","0","1","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","2",20,"2","5","3","4","5","2","4","USD",4,1,"0"
"1059","4","2","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1",32,"1","8","6","4","2","1","6","EUR",9.3483,1,"<5"
"1060","7","3","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2",38,"2","10","8","4","6","1","6","EUR",4.68,1,"5+"
